,title,author,date,category,word,count
5449,DEBT,Jesse Rittenhouse (1869-1948),1869,Poems for Weddings,mute,1
5448,DEBT,Jesse Rittenhouse (1869-1948),1869,Poems for Weddings,songs,1
5447,DEBT,Jesse Rittenhouse (1869-1948),1869,Poems for Weddings,sing,1
5446,DEBT,Jesse Rittenhouse (1869-1948),1869,Poems for Weddings,compute,1
5445,DEBT,Jesse Rittenhouse (1869-1948),1869,Poems for Weddings,claim,1
5444,DEBT,Jesse Rittenhouse (1869-1948),1869,Poems for Weddings,appraiser,1
5443,DEBT,Jesse Rittenhouse (1869-1948),1869,Poems for Weddings,dead,1
5442,DEBT,Jesse Rittenhouse (1869-1948),1869,Poems for Weddings,dreams,1
690,"SONG OF THE FURIES (from ""The Eumenides"")",Aeschylus,525,Dramatic Poems,footsteps,1
5440,DEBT,Jesse Rittenhouse (1869-1948),1869,Poems for Weddings,dream,1
4744,BY THE SHORE,Edward Carpenter (1844-1929),1844,Nature Poems,gurgling,1
839,BATTLE OF THE BALTIC,Thomas Campbell (1777-1844),1777,Historical Poems,sail,1
3665,OF POLITICIANS,Thomas Burke (1887-1945),1887,Narrative Poems,dressed,1
4006,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,human,1
4036,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,silence,1
4035,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,welled,1
4034,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,disdainful,1
4033,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,clarioncalls,1
4032,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,walls,1
4031,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,granite,1
4030,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,thunder,1
4029,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,call,1
4028,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,unquelled,1
4027,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,sevenchorded,1
4026,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,meet,1
4025,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,them,1
4024,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,spurned,1
4023,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,amber,1
4022,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,sudden,1
4021,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,turned,1
4020,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,deer,1
4019,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,fleet,1
4018,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,enchantment,1
4017,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,free,1
4016,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,instant,1
4015,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,stirred,1
4014,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,face,1
4013,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,imperious,1
4012,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,presence,1
4011,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,trace,1
4010,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,scorn,1
4009,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,worst,1
4008,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,follys,1
4037,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,cloven,1
4038,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,faltered,1
4039,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,little,1
4055,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,forlorn,1
4069,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,tempests,1
4068,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,tho,1
4067,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,seeks,1
4066,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,TRUE,1
4065,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,men,1
4064,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,surmise,1
4063,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,terrors,1
4062,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,alien,1
4061,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,befallen,1
4060,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,mystery,1
4059,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,knew,1
4058,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,well,1
4056,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,scorned,1
4054,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,beat,1
4040,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,dune,1
4053,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,tempestwet,1
4052,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,prows,1
4051,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,hooded,1
4050,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,angered,1
4049,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,rose,1
4048,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,morn,1
4047,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,assuring,1
4046,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,waited,1
4045,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,silent,1
4044,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,blind,1
4043,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,hid,1
4042,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,reared,1
4041,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,fogwall,1
4007,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,word,1
4005,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,mute,1
4071,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,impelling,1
4004,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,broke,1
3968,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,watched,1
3967,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,nearer,1
3966,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,glare,1
3965,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,beacons,1
3964,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,stood,1
3963,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,laughing,1
3962,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,marblewhite,1
3961,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,less,1
3960,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,strewn,1
3959,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,ankles,1
3958,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,their,1
3957,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,fillets,1
3956,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,foamy,1
3955,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,gods,1
1015,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,here,1
3953,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,fairer,1
3952,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,spray,1
3951,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,lofty,1
3950,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,before,1
3949,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,shone,1
3948,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,ghostly,1
3947,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,snows,1
3945,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,amid,1
3944,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,hands,1
3943,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,intertwining,1
3942,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,walked,1
3941,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,two,1
3940,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,mystical,1
1017,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,chelmsford,1
3969,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,mad,1
3970,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,surprise,1
3971,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,scarletflashing,1
3988,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,wannest,1
1003,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,stare,1
4002,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,spume,1
4001,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,leopards,1
4000,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,white,1
3999,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,leap,1
3998,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,rave,1
1005,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,before,1
3995,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,form,1
3994,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,vision,1
1007,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,freedom,1
3991,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,staring,1
3990,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,gleamed,1
3989,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,gold,1
3987,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,blown,1
1014,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,lincoln,1
3986,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,locks,1
3985,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,dripping,1
3984,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,brows,1
3983,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,about,1
3981,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,tongue,1
3980,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,accents,1
3979,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,harplike,1
1009,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,rise,1
3977,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,goddess,1
1010,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,prescott,1
3975,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,tangled,1
1011,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,bring,1
3973,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,seagreen,1
4070,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,gather,1
4072,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,unsolved,1
3937,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,arose,1
965,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,marked,1
4180,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,folk,1
4179,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,sullen,1
4178,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,surly,1
4177,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,hand,1
4176,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,either,1
4175,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,hills,1
4174,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,bare,1
4173,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,grey,1
956,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,light,1
4171,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,harsher,1
4170,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,dayand,1
4169,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,second,1
957,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,got,1
4167,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,morning,1
4164,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,cloak,1
4163,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,wrapped,1
4162,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,hour,1
4161,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,slept,1
960,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,into,1
4159,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,may,1
961,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,night,1
962,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,watched,1
4156,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,long,1
4154,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,fortune,1
4153,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,challenging,1
4152,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,song,1
4151,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,chanted,1
4150,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,riding,1
964,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,rivershore,1
4181,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,fog,1
955,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,saw,1
4183,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,bitter,1
4199,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,off,1
949,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,dawes,1
4213,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,clasped,1
4212,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,while,1
4211,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,fed,1
4210,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,mire,1
4209,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,held,1
950,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,sun,1
4207,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,scorn,1
4206,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,laughter,1
4205,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,strength,1
4204,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,worn,1
4203,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,bruised,1
4202,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,sleepless,1
4198,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,stamped,1
4184,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,smoke,1
4197,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,fresh,1
4196,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,fen,1
4195,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,wyvern,1
4194,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,earth,1
4193,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,sprang,1
4192,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,brake,1
4191,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,topped,1
4190,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,sobbed,1
953,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,devens,1
4188,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,snake,1
4187,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,twisted,1
4186,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,wound,1
954,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,looked,1
4148,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,moves,1
4146,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,stripped,1
4073,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,unhazarded,1
4145,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,swimmer,1
4105,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,must,1
4104,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,come,1
4103,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,time,1
4102,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,keep,1
4101,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,fathers,1
988,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,goes,1
989,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,have,1
4098,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,full,1
4097,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,fled,1
991,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,yeomen,1
994,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,close,1
995,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,about,1
998,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,thing,1
999,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,must,1
1001,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,honest,1
4087,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,rom,1
4086,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,thundersown,1
4085,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,thro,1
4084,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,evanescent,1
4083,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,casts,1
4082,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,sunset,1
4081,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,lyre,1
4080,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,immeasured,1
4079,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,list,1
4078,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,perchance,1
4077,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,lone,1
4076,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,immaculate,1
4075,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,evermore,1
4074,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,forsaken,1
987,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,darkness,1
985,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,comes,1
4109,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,ecstasy,1
4126,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,sweetness,1
4144,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,blast,1
4143,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,stark,1
4142,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,tower,1
4140,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,high,1
967,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,ferrying,1
4138,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,northward,1
4136,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,hooves,1
4134,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,good,1
4131,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,steady,1
974,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,yawn,1
975,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,one,1
976,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,oclock,1
4127,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,air,1
978,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,tis,1
984,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,morning,1
4123,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,glade,1
4122,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,hill,1
4121,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,scented,1
4120,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,hawthorn,1
4119,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,newmade,1
4118,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,world,1
979,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,dawn,1
4116,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,gods,1
980,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,quick,1
981,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,draw,1
4113,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,tree,1
4112,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,burgeoning,1
983,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,hose,1
1018,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,littleton,1
1019,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,carlisle,1
4216,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,night,1
3731,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,pines,1
1065,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,rebels,1
1066,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,cry,1
3759,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,remote,1
3758,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,know,1
3757,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,strand,1
1067,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,haughtily,1
1068,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,never,1
3754,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,surges,1
3753,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,mist,1
3752,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,roar,1
1069,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,grounding,1
3750,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,mid,1
3749,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,safety,1
1070,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,gun,1
3747,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,ashore,1
1071,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,heard,1
3745,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,lift,1
3744,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,sometimes,1
1072,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,unstirred,1
3742,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,past,1
3741,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,seldom,1
3740,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,ships,1
3739,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,dwells,1
1075,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,save,1
1076,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,maybe,1
3736,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,beaches,1
3735,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,lonely,1
3734,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,stand,1
3733,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,mountains,1
3762,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,north,1
1064,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,damned,1
3764,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,cliffs,1
1057,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,still,1
3798,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,has,1
3797,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,bird,1
3796,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,nor,1
3795,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,flower,1
1051,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,trooping,1
1052,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,run,1
1053,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,through,1
1054,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,good,1
3790,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,till,1
3789,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,sleep,1
3788,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,drift,1
